appid,title,total_reviews,review_percent
397340,SimplePlanes,10773,93.18
397430,Zoombinis,1303,93.71
397460,The Jackbox Party Pack 2,2150,95.35
397350,Lords of the Realm II,1632,96.14
397540,Borderlands 3,161801,80.94
397740,Hylics,8388,98.15
397950,Clustertruck,18029,93.52
398710,Timberman,11193,93.17
398850,Epistory - Typing Chronicles,6737,94.67
399670,Game Corp DX,3078,87.95
399820,Kopanito All-Stars Soccer,2756,84.72
399810,Call of Cthulhu®,13264,79.22
400080,Out of Space,2898,79.19
400170,The Incredible Adventures of Van Helsing: Final Cut,3828,76.41
400630,Wuppo: Definitive Edition,5895,94.37
400940,Budget Cuts,1861,80.17
400910,Rabi-Ribi,12135,95.48
402330,Press X to Not Die,4013,90.03
402180,Sakura Swim Club,2776,84.76
402620,Kindred Spirits on the Roof,1441,96.6
403180,Draw a Stickman: EPIC 2,1084,87.92
403120,THE GAME OF LIFE,2655,72.35
403190,Planetbase,10246,79.68
403640,Dishonored 2,65083,89.57
403970,The Dwarves,2070,73.86
404410,Endless Sky,6930,92.34
404540,Nex Machina,2165,86.93
404680,Hob,5481,88.29
405310,LEGO® MARVEL's Avengers,8561,88.24
405290,Charlie Murder,2737,95.8
405640,Pony Island,17885,95.0
405710,Staxel,4811,78.57
405900,Disgaea PC,4751,87.2
405830,Turok 2: Seeds of Evil,2754,89.83
405820,Turok,4066,92.67
406150,Refunct,17390,95.84
406290,Twilight Struggle,2929,86.58
406350,KartKraft™,3868,72.08
406550,Umineko When They Cry - Question Arcs,2609,95.32
406970,The Uncertain: Last Quiet Day,5863,75.78
407130,Tank Mechanic Simulator,8921,87.97
407330,Sakura Dungeon,1896,91.03
407900,Princess Remedy in a World of Hurt,2915,97.77
407810,Hard Reset Redux,2338,80.92
408410,X-Morph: Defense,4042,91.64
408900,Unfortunate Spacemen,7539,86.14
409100,The Purring Quest,1717,82.35
409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",10045,93.26
409590,KINGDOMS,4079,72.2
409710,BioShock™ Remastered,62331,82.69
409720,BioShock™ 2 Remastered,28791,71.5
409670,Pink Hour,1001,92.91
410110,12 is Better Than 6,9656,83.57
410340,Liftoff®: FPV Drone Racing,12810,95.18
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,10338,94.98
410670,Suits: A Business RPG,1041,87.22
410710,System Shock: Enhanced Edition,2301,89.27
410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,1739,96.84
410980,Master of Orion 2,1686,96.56
410900,Forts,24283,91.96
411300,ELEX,19399,74.39
411370,Melty Blood Actress Again Current Code,4767,93.5
411830,SENRAN KAGURA SHINOVI VERSUS,3939,94.59
411960,TY the Tasmanian Tiger,2667,97.94
412220,DDNet,43784,88.36
412020,Metro Exodus,128988,89.96
412740,Audioshield,2737,80.71
412830,STEINS;GATE,25159,97.07
413150,Stardew Valley,985439,98.47
413420,Danganronpa 2: Goodbye Despair,29461,96.0
413410,Danganronpa: Trigger Happy Havoc,34715,95.99
414340,Hellblade: Senua's Sacrifice,75349,89.99
414700,Outlast 2,61971,91.03
415200,Motorsport Manager,13982,91.64
415270,Star Crusade CCG,1878,79.71
415880,Disc Jam,1560,76.86
416210,Block'hood,1256,74.2
416590,Emily Wants To Play,2293,78.59
416600,Full Metal Furies,2883,90.57
416680,Zombie Night Terror,3897,92.97
416770,SquareCells,1230,90.24
417360,OnlyCans: Thirst Date,3949,96.15
417860,Emily is Away,32151,88.6
417890,Apotheon Arena,1071,82.45
418030,Subsistence,13574,72.05
418070,Turbo Pug,3352,90.48
418240,Shadow Tactics: Blades of the Shogun,38074,96.02
418340,RWBY: Grimm Eclipse,11580,80.81
418370,Resident Evil 7 Biohazard,114152,95.29
418530,Spelunky 2,21483,92.83
418460,Rising Storm 2: Vietnam,58474,86.99
418620,The TakeOver,1137,84.08
418950,DreadOut: Keepers of The Dark,1155,78.7
418650,Space Pirate Trainer,2848,94.35
419480,Starpoint Gemini Warlords,3568,73.32
419460,"That Dragon, Cancer",1521,90.2
420110,NEKOPARA Vol. 2,12702,96.93
420000,Home Design 3D,2682,75.69
420060,Candle,1171,78.57
420290,Blackwake,26038,80.71
420440,Atlantic Fleet,1536,86.26
420790,StarBreak,1297,78.57
420530,OneShot,61077,98.31
420560,Firefighting Simulator - The Squad,5228,80.91
420740,The Deed,3664,90.01
420930,CHKN,1716,80.01
421040,Plantera,5880,88.78
421050,Deponia Doomsday,3970,85.62
421670,CUPID - A free to play Visual Novel,1306,86.83
421170,Indivisible,3665,71.02
422900,Particle Fleet: Emergence,1258,92.37
422970,Devil Daggers,9283,95.27
423230,Furi,13712,89.99
423580,Project Highrise,4724,84.93
423880,Carpe Diem,8555,89.09
424030,War of Rights,14470,88.27
423950,Deadlight: Director's Cut,1585,71.04
424280,Iron Snout,17422,97.73
424840,Little Nightmares,114878,94.74
425210,Shadwen,1349,76.65
425220,One Piece Burning Blood,4954,79.83
425580,The Room Two,21133,97.61
426000,HunieCam Studio,6574,87.68
427190,DEAD RISING®,7049,88.27
426790,Grow Up,1891,92.12
427100,Fernbus Simulator,11808,74.19
427030,Xuan-Yuan Sword: The Gate of Firmament,1538,70.94
427290,Vampyr,23541,77.5
427250,8-Bit Armies,2457,81.56
427410,Abiotic Factor,52357,95.81
427520,Factorio,226355,97.48
427730,Who's Your Daddy?!,31463,79.88
427820,Hitman GO: Definitive Edition,2321,85.57
428550,Momodora: Reverie Under The Moonlight,11543,93.26
428690,Youtubers Life,15429,77.39
428660,Deliver Us The Moon,9000,88.36
428750,Neon Chrome,1169,91.27
429050,Feed and Grow: Fish,20692,77.99
429470,Space Pilgrim Episode I: Alpha Centauri,1324,88.07
429660,Tales of Berseria™,18801,91.28
429540,Prime World: Defenders 2,2169,79.07
429570,The Walking Dead: Michonne - A Telltale Miniseries,8066,80.5
429680,Spellweaver,1379,74.4
429720,IMSCARED,3687,94.47
429790,AdventureQuest 3D,9566,81.59
430210,Megaton Rainfall,2154,71.87
430960,Lucy -The Eternity She Wished For-,8165,95.02
431180,WolfQuest: Classic,1659,90.9
431240,Golf With Your Friends,72307,87.63
431590,Earn to Die 2,2119,93.16
431600,Automobilista,2545,89.67
431930,Kabounce,2564,90.95
432350,Epic Battle Fantasy 5,5920,98.61
433100,The Town of Light,2755,79.38
433170,Die Young,1891,78.79
433340,Slime Rancher,150763,97.99
433550,DARQ: Complete Edition,4147,94.02
433530,Heliborne Collection,3980,73.87
433910,Neon Drive,2149,83.29
433950,Bit Blaster XL,6135,96.41
434170,The Jackbox Party Pack 3,6572,96.67
434030,Aerofly FS 2 Flight Simulator,2018,79.19
434050,Duke Nukem 3D: 20th Anniversary World Tour,6260,84.31
434250,Masked Shooters 2,1604,70.26
434260,My Name is Mayo,3017,84.39
434460,Rock of Ages 2: Bigger & Boulder™,3548,85.37
434420,The Chosen RPG,1229,70.14
434570,Blood and Bacon,35636,95.24
434730,Half Dead,3285,78.17
435120,Rusty Lake Hotel,9975,96.04
435300,We Know the Devil,1137,94.37
435150,Divinity: Original Sin 2 - Definitive Edition,200742,95.71
435400,Hidden Folks,9425,96.66
435530,The Final Station,9265,87.33
435790,10 Second Ninja X,3277,78.55
436110,Medusa's Labyrinth,1110,77.84
436320,Raw Data,2483,76.52
436670,The Legend of Heroes: Trails in the Sky the 3rd,2439,94.55
436780,Tavern Keeper 🍻,4230,95.04
437160,The Lion's Song: Episode 1 - Silence,2239,92.41
437630,State of Mind,2265,78.28
437570,GoNNER,1336,81.44
438100,VRChat,258380,75.35
438040,Shakes and Fidget,36817,92.17
438140,Star Realms,2174,86.8
437920,Tricky Towers,16191,90.26
438270,Learn Japanese To Survive! Hiragana Battle,2068,91.05
438480,Rock 'N' Roll Defense,3342,87.67
438640,LEGO® STAR WARS™: The Force Awakens,6921,83.66
438490,GOD EATER 2 Rage Burst,4663,77.7
438680,One Troll Army,1481,85.96
439190,Stories: The Path of Destinies,6563,88.27
439940,Lucid9: Inciting Incident,1035,90.14
440420,True Fear: Forsaken Souls Part 1,1200,92.25
440310,Project Arrhythmia,2551,95.41
440540,Ara Fell: Enhanced Edition,2255,94.32
440650,Niche - a genetics survival game,5145,86.28
440760,Cube Destroyer,1159,84.99
440880,The Count Lucanor,2859,93.25
440900,Conan Exiles,111284,78.92
441550,STAR WARS™ Rebellion,1457,89.77
441830,I am Setsuna,1687,71.96
442120,Pinball FX3,5339,87.77
442070,Drawful 2,4125,74.38
441870,OutDrive,4635,75.73
442780,STRAFE: Gold Edition,2438,72.11
443580,Antenna,2714,76.31
443810,This Is the Police,11014,82.51
444090,Paladins®,345709,85.02
444200,World of Tanks Blitz,151917,78.16
444640,Bloons TD Battles,29232,90.78
444770,Mimpi Dreams,1231,94.07
444930,Zaccaria Pinball,2172,80.66
444940,UBERMOSH:BLACK,1190,88.32
445130,The Average Everyday Adventures of Samantha Browne,1222,81.91
445190,Expeditions: Viking,4122,83.31
445220,Avorion,14254,90.05
446020,Jalopy,11014,76.14
445980,Wizard of Legend,20871,90.61
446390,Onechanbara Z2: Chaos,1030,78.54
446800,Transport Fever,10793,83.28
446840,Splasher,1171,92.83
447020,Farming Simulator 17,25573,93.47
447120,Where the Water Tastes Like Wine,1700,75.88
447150,APE OUT,3930,94.81
447040,Watch_Dogs® 2,90729,82.53
447290,Redeemer: Enhanced Edition,3142,87.65
447530,VA-11 Hall-A: Cyberpunk Bartender Action,37875,97.35
447820,Day of Infamy,22114,82.09
448320,GIBZ,1548,87.79
448280,Job Simulator,5292,91.29
448370,IS Defense,1673,90.79
448510,Overcooked,16135,89.72
448780,Sixtieth Kilometer,1657,77.19
448850,Overload,2106,94.21
449040,Jesus Christ RPG Trilogy,1595,86.14
449140,Istrolid,2681,86.95
449540,There's Poop In My Soup,4535,89.15
449610,Monster Boy and the Cursed Kingdom,2571,88.72
449680,SAMOLIOTIK,2770,83.79
449800,Attack on Titan / A.O.T. Wings of Freedom,3841,85.26
450540,"Hot Dogs, Horseshoes & Hand Grenades",23073,97.12
450390,The Lab,6592,94.86
451020,Battle Chasers: Nightwar,7306,87.31
451340,Gold Mining Simulator,15997,72.47
451760,Highway Blossoms,2678,94.03
452060,Caveblazers,4480,85.45
452570,Battle Chef Brigade Deluxe,2750,95.2
452440,Flowers -Le volume sur printemps-,1838,92.93
453090,Parkitect,7981,94.15
453270,Madness Cubed,1277,78.15
453340,Hustle Cat,1312,92.91
453480,Shadowverse CCG,14876,73.71
454060,Blueprint Tycoon,1095,81.92
454650,DRAGON BALL XENOVERSE 2,55655,90.07
455400,PAC-MAN 256,2211,92.18
455910,STAR WARS™: Rogue Squadron 3D,1358,73.49
455820,Omensight: Definitive Edition,1510,88.61
455980,Judgment: Apocalypse Survival Simulation,2242,80.73
456670,Hand of Fate 2,5759,84.35
456750,The Room Three,12976,95.6
457140,Oxygen Not Included,138475,96.79
457210,SEUM: Speedrunners from Hell,3028,94.65
457680,OPUS: The Day We Found Earth,1643,87.34
458770,WRC 6 FIA World Rally Championship,1625,72.31
458710,Kingdom Rush Frontiers - Tower Defense,10138,96.74
459220,Halo Wars: Definitive Edition,9090,91.31
459820,Crush Crush,27874,88.86
460120,Megadimension Neptunia VII,3239,94.04
460060,Varenje,1493,86.67
460430,The Letter - Horror Visual Novel,1498,85.78
460810,Vanquish,7636,89.44
460790,Bayonetta,31043,92.46
460920,Steep™,32625,82.74
460950,Katana ZERO,74316,97.97
461040,PICO PARK:Classic Edition,3550,81.77
461560,MANDAGON,5724,95.02
461620,Predynastic Egypt,1902,91.69
461840,Zenge,3074,94.99
461950,Beat Cop,6025,82.01
462770,Pyre,9238,90.34
462780,Darksiders Warmastered Edition,17798,87.89
462960,Caveman World: Mountains of Unga Boonga,1423,73.86
463150,BARRIER X,2335,85.4
463210,State of Anarchy,1086,85.17
463390,One Thousand Lies,1129,89.28
463530,Empires of the Undergrowth,17187,94.48
464060,RUINER,11953,89.43
464360,3030 Deathwar Redux - A Space Odyssey,1149,93.91
464350,Screeps: World,2043,86.88
464450,DoDonPachi Resurrection,1047,95.89
465100,LUNA The Shadow Dust,1641,90.49
465240,Serious Sam VR: The Last Hope,1427,84.65
465200,Fury Unleashed,2833,87.29
465520,PRICE,5130,93.96
465490,Stellar Tactics,1524,80.45
465760,Scrap Garden,1244,75.48
466110,Shaolin vs Wutang,1015,92.41
466170,Idling to Rule the Gods,2055,85.26
466130,White Day: A Labyrinth Named School,4365,81.01
466300,Planescape: Torment: Enhanced Edition,5374,94.7
466500,35MM,4298,71.36
466630,The Pedestrian,5832,96.6
466560,Northgard: Definitive Edition,67937,85.33
466910,Worm.is: The Game,4696,81.2
467360,Off-Peak,1790,89.55
467380,Khimera: Destroy All Monster Girls,1394,95.77
467960,Home Behind,6087,84.33
468920,Ultimate Fishing Simulator®,8626,89.38
469600,Legion TD 2 - Multiplayer Tower Defense,14726,86.36
468530,A Date in the Park,1985,87.51
469610,Rick and Morty: Virtual Rick-ality,2411,74.53
469790,Linelight,1091,96.61
469990,NEKOPALIVE,1494,92.44
470260,Event[0],2267,80.28
470220,UNO,53720,70.5
469820,Genital Jousting,11201,92.06
470310,TROUBLESHOOTER: Abandoned Children,9621,93.68
471010,Seven: Enhanced Edition,2103,76.22
471550,Nine Parchments,4625,77.3
471710,Rec Room,74790,88.58
472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,1206,97.84
473460,Memory Oblivion Box,1107,92.59
473690,Absolver,14749,72.46
473770,BallisticNG,3610,94.27
473950,Manifold Garden,8072,95.35
474750,Reigns,8044,87.07
474960,Quantum Break,29806,85.67
474210,BUTCHER,1358,86.6
475150,Titan Quest Anniversary Edition,37213,90.47
475190,Scanner Sombre,4459,89.5
475550,Beholder,30128,91.7
476460,Picross Touch,1777,94.43
476650,The Silver Case,1072,89.37
476600,Call of Duty®: WWII,45548,70.02
477160,Human Fall Flat,222714,94.63
477770,Ride 2,3083,87.29
477730,Eador. Imperium,1257,75.1
477740,Zero Escape: The Nonary Games,6893,93.11
477870,Yomawari: Night Alone,2264,76.02
478980,Mansions of Madness,1276,92.71
480430,Hide and Shriek,5318,82.38
480650,Yu-Gi-Oh! Legacy of the Duelist,4949,83.69
480490,Prey,53152,90.85
481110,The Bunker,1855,70.08
481510,Night in the Woods,19668,94.8
482400,System Shock,12206,90.55
482450,Nitroplus Blasterz: Heroines Infinite Duel,1104,90.67
482920,Hero Zero - Multiplayer RPG,3790,81.95
483420,Adam Wolfe,1172,91.55
483980,Mad Father,6353,97.21
484950,恶魔迷宫 | Evil Maze,1186,75.38
484900,Aven Colony,2729,72.22
485380,Welcome to the Game,2528,84.53
485460,The Banner Saga 3,3004,79.46
485510,Nioh: Complete Edition,37718,79.24
485610,Soccer Online: Ball 3D,10495,84.4
485980,Syrian Warfare,5393,86.7
486310,Meadow - A Shelter Game,5929,89.21
486860,MMORPG Tycoon 2,3005,86.36
487000,Quest Hunter,2290,80.74
487220,Freebie,1408,73.51
487430,KARAKARA,1832,90.78
487700,Conan the mighty pig,1516,91.49
488310,Eleven Table Tennis,3255,94.47
488550,Dream Car Builder,1064,92.86
488790,South Park™: The Fractured But Whole™,32410,85.04
488860,MADNESS: Project Nexus,16874,97.17
489140,Mr. Shifty,1723,88.28
489360,CASE: Animatronics,4154,82.84
489520,Minion Masters,65174,89.4
489630,"Warhammer 40,000: Gladius - Relics of War",16779,81.64
489610,Chicken Assassin: Reloaded,1047,92.45
489830,The Elder Scrolls V: Skyrim Special Edition,361440,92.28
490110,The Precinct,8284,86.79
490220,Prismata,1207,81.03
490920,Wolfpack,2035,88.21
491040,Bot Vice,1455,92.71
491130,Red Trigger,2023,89.22
491530,Notruf 112 | Emergency Call 112,4447,76.79
491540,The Bus,7351,73.04
491950,Orwell: Keeping an Eye On You,15282,90.35
492630,Bear With Me - Episode One,1002,87.52
492720,Tropico 6,28700,87.6
493200,RiME,5154,90.26
493340,Planet Coaster,71265,91.38
493540,Figment,5584,87.18
493490,City Car Driving,34046,82.52
493520,GTFO,65128,84.12
493900,Dungeons 3,18606,94.21
494150,The Thrill of the Fight - VR Boxing,4045,95.38
494430,Praey for the Gods,3066,80.72
494840,UBOAT,25593,84.95
495050,Mega Man Legacy Collection 2,1736,84.39
495110,Enigmatis 3: The Shadow of Karkhala,1005,93.03
495140,NARUTO: Ultimate Ninja STORM,6962,76.72
495420,State of Decay 2: Juggernaut Edition,66855,82.87
495280,Disgaea 2 PC,1656,91.55
495560,Farm Manager 2018,2793,71.72
495890,Montaro,12206,95.13
495990,True Love ～Confide to the Maple～,1600,84.88
496300,Kingdom: New Lands,12151,85.65
496620,Monster Slayers,1252,79.15
496810,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),1430,87.69
496890,Replica,3499,85.65
497180,Street Legal Racing: Redline v2.3.1,4096,88.84
497640,Trick & Treat,2401,96.38
498240,Batman - The Telltale Series,17474,87.38
499180,"Braid, Anniversary Edition",1670,93.11
499440,klocki,4667,96.74
499890,Aaero,1025,82.63
499660,Medieval Kingdom Wars,2602,76.17
500260,Ben and Ed - Blood Party,2701,87.67
500810,Arcanum: Of Steamworks and Magick Obscura,1909,89.37
501080,Fishing: Barents Sea,2648,80.21
501300,What Remains of Edith Finch,49602,95.63
501590,Bulletstorm: Full Clip Edition,9221,89.31
501320,The Shrouded Isle,1509,70.38
501790,Unforeseen Incidents,1033,87.71
502280,BERSERK and the Band of the Hawk,4001,82.15
502500,ACE COMBAT™ 7: SKIES UNKNOWN,53994,87.79
502550,Strike.is: The Game,1240,73.23
502520,Ultimate General: Civil War,8380,88.96
502800,SENRAN KAGURA ESTIVAL VERSUS,5436,94.26
502940,"Calm Down, Stalin",1131,90.54
503350,White Noise 2,2863,79.71
503560,911 Operator,19231,88.63
503620,Fictorum,1149,78.42
503580,Duck Season,1576,85.15
503400,Four Last Things,1527,95.74
503940,Railway Empire,9613,82.74
504130,Manual Samuel - Last Tuesday Edition,3499,82.97
504210,SHENZHEN I/O,4405,94.96
504230,Celeste,137469,97.42
504370,Battlerite,59271,84.63
505230,Pathologic 2,11829,91.7
505170,Carmageddon: Max Damage,3471,78.36
505460,Foxhole,49403,83.15
505630,Let Them Come,1351,84.46
506500,Party Panic,3434,75.54
506610,Five Nights at Freddy's: Sister Location,12387,90.2
507010,Mr.President!,5413,83.37
507490,Ashes of the Singularity: Escalation,4918,74.01
508390,Scrap Garden - The Day Before,1005,75.62
508440,Totally Accurate Battle Simulator,145059,97.82
508550,Sneak Thief,1856,73.33
508900,Zup! X,6746,96.41
508980,Crashday Redline Edition,1839,88.2
509220,Save Jesus,2219,89.63
509580,The Lord of the Rings: Adventure Card Game - Definitive Edition,1627,73.88
510050,You Have 10 Seconds,1348,88.95
509980,BIGFOOT,21890,82.04
510420,The Hex,5397,94.27
510500,Executive Assault 2,1720,83.37
511470,Glass Masquerade,6926,96.82
511680,Fate/EXTELLA,4432,90.93
511800,ONRAID,1775,74.99
511740,Gal*Gun: Double Peace,2189,86.8
512250,Oh...Sir!! The Insult Simulator,3744,90.92
512470,The Pirate: Caribbean Hunt,4575,82.64
512790,Quern - Undying Thoughts,3902,90.95
512900,Streets of Rogue,22664,96.06
513230,The Underground Man,1384,79.62
513450,Drop Alive,1561,89.17
513510,Intralism,4852,86.42
513560,Hunger Dungeon,2267,72.52
513710,SCUM,122541,74.32
513780,Turbo Pug DX,1832,77.73
514310,SENRAN KAGURA Bon Appétit! - Full Course,1074,92.36
514920,Crash Wheels,1246,86.84
515040,Make America Great Again: The Trump Presidency,1817,85.97
515180,Bus Simulator 18,13381,81.16
515570,UBERMOSH Vol.3,1168,91.7
515960,Martha Is Dead,3609,79.3
516110,ToeJam & Earl: Back in the Groove!,1118,87.75
516750,My Summer Car,111578,94.92
517790,Caesar™ 3,2151,92.61
517710,Redout: Enhanced Edition,4630,85.46
517910,Sisyphus Reborn,1084,92.9
518030,Aim Hero,5967,85.27
518060,Chess Ultra,2245,74.61
518150,Intruder,6851,90.29
518580,Accounting (Legacy),2536,92.74
518790,theHunter: Call of the Wild™,194283,89.04
519860,DUSK,24847,97.09
520010,Climbey,1130,90.8
520440,GUILTY GEAR Xrd REV 2,10891,94.33
520720,Dear Esther: Landmark Edition,7269,74.59
520940,MX vs ATV All Out,1685,80.77
520950,DRIFT CE,2421,72.37
521150,Another Brick in The Mall,2421,82.98
521200,Epic Battle Fantasy 3,2322,96.9
521890,Hello Neighbor,26518,85.43
522210,Serial Cleaner,3937,84.79
522470,The House of Da Vinci,6915,86.65
523000,Princess Maker 2 Refine,1682,93.4
523660,HYPERCHARGE: Unboxed,4365,90.1
523780,Emily is Away Too,6129,93.26
524580,Fairy Fencer F Advent Dark Force,2374,84.84
524220,NieR:Automata™,148605,87.3
524850,Alicemare,1184,88.85
524910,Hidden Through Time,2995,93.72
525040,The Disney Afternoon Collection,1023,87.68
525360,Shio,1542,78.86
525480,.hack//G.U. Last Recode,4119,86.84
525510,"Guns, Gore and Cannoli 2",5375,94.08
525620,Octogeddon,1264,92.64
526870,Satisfactory,263217,97.24
527230,For The King,43013,87.95
527430,"Warhammer 40,000: Inquisitor - Martyr",21906,76.05
527450,Cockroach Simulator,3111,80.26
526160,The Wild Eight,7132,70.02
528230,SYNTHETIK: Legion Rising,12976,93.93
528550,Drunkn Bar Fight,1110,76.13
529110,Awkward Dimensions Redux,2956,80.51
529340,Victoria 3,57909,70.54
529590,"Please, Don't Touch Anything 3D",1381,81.97
529660,Mages of Mystralia,1481,86.16
529780,Disturbed,1856,92.51
530070,Train Sim World® 2020,6996,77.49
530320,Wandersong,3836,95.1
530330,Blameless,5076,83.88
530890,Haydee,6605,84.53
531510,Just Shapes & Beats,24995,97.65
531640,Eternal Card Game,7004,77.08
531960,Bloody Walls,1495,80.13
532110,Rusty Lake: Roots,8487,96.71
532190,Super Blood Hockey,1091,91.93
532210,Life is Strange 2,38890,87.2
532840,CAYNE,1883,80.72
533300,Zup!,8870,94.17
533540,MONMUSU,5246,80.06
533780,Zombie Defense,2161,83.99
534370,Pure Farming 2018,1688,73.4
534380,Dying Light 2 Stay Human: Reloaded Edition,210575,79.13
534550,Guacamelee! 2,3289,91.09
535480,Sundered®: Eldritch Edition,5112,81.94
535520,Nidhogg 2,1281,81.19
535930,Two Point Hospital,34353,91.94
536220,The Walking Dead: A New Frontier,18099,83.35
536270,Ancestors: The Humankind Odyssey,11248,78.77
537110,Angels of Death,5251,95.2
537340,Guts and Glory,2763,79.91
537800,Bomber Crew,15240,87.64
538030,Xenonauts 2,3620,79.92
538070,Bad Dream: Coma,2190,91.42
538100,Feel The Snow,3019,87.48
538680,The Legend of Heroes: Trails of Cold Steel,5753,94.65
539470,Police Stories,9445,84.8
539720,Razortron 2000,2716,86.75
540610,Delicious! Pretty Girls Mahjong Solitaire,1791,86.21
540840,Lara Croft GO,3967,92.97
541210,Cold Waters,4655,87.02
541200,GTTOD,3291,87.88
541570,Sally Face - Episode One,25949,97.29
541670,Disney Infinity 3.0: Gold Edition,1361,88.02
542050,Forgotton Anne,1977,89.88
542310,Escape the Game,1887,83.52
543260,Wonder Boy: The Dragon's Trap,2533,84.6
543870,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,4090,88.8
544330,Snake Pass,3287,79.83
544390,NITE Team 4 - Military Hacking Division,1251,91.61
544550,Stationeers,8838,87.51
544750,SOULCALIBUR VI,14058,82.49
544920,Darwin Project,18326,81.52
546050,Puyo Puyo™Tetris®,5546,84.58
546090,Trip to Vinelands,1238,85.22
546430,Pathway,2233,77.03
546390,Brief Karate Foolish,2741,94.35
546560,Half-Life: Alyx,102485,98.26
548430,Deep Rock Galactic,371541,97.19
550010,Happy Room,2966,90.73
550080,VALKYRIE DRIVE -BHIKKHUNI-,1274,84.3
550320,art of rally,6150,92.33
550650,Black Squad,81382,75.84
550840,Fresh Body,1297,74.48
551110,Wayout,1172,88.05
551170,Onmyoji,3059,81.99
551770,ECHO,1804,77.0
551730,Toukiden 2,1458,80.04
551860,Abandon Ship,1324,73.19
552100,Brick Rigs,55745,94.84
552080,IronWolf VR,1174,94.46
552280,游魂2-you're the only one-,2434,94.66
552500,Warhammer: Vermintide 2,145148,85.02
552520,Far Cry® 5,183587,81.03
552590,The Sexy Brutale,4063,92.03
552700,WORLD OF FINAL FANTASY®,3287,76.76
552990,World of Warships,153256,76.68
553310,Lethal League Blaze,6601,96.99
553420,TUNIC,17108,91.49
553520,Trainz Railroad Simulator 2019,2651,76.73
553540,Phantom Brigade,4154,80.21
553640,ICEY,27467,89.91
553790,Once in Yaissor,1260,84.6
553850,HELLDIVERS™ 2,1115856,77.05
554310,Rage Wars,2148,90.18
554620,Life is Strange: Before the Storm,37656,93.28
555000,GOAT OF DUTY,4060,85.27
555220,Detention,11642,95.69
555150,The First Tree,5765,75.35
555160,Pavlov,40460,88.95
555210,Trick and Treat - Visual Novel,3611,89.81
555880,Sairento VR,1710,84.8
555950,Danganronpa Another Episode: Ultra Despair Girls,6782,82.87
557400,Midas Gold Plus - Idle Clicker,1774,85.51
557340,My Friend Pedro,28101,95.6
557600,Gorogoa,19747,97.53
557630,Hello Charlotte EP2: Requiem Aeternam Deo,2249,97.29
558100,Art of War: Red Tides,6949,79.0
558260,Gravel,1421,76.0
558230,Elsword Free-to-Play,1055,75.45
558420,Stories Untold,5377,86.76
558990,Opus Magnum,6517,97.38
559210,Rakuen,5896,96.15
559100,Phantom Doctrine,4629,73.97
559330,A Fisherman's Tale,1522,94.09
559610,Love Ribbon,1895,91.24
559650,Witch It,19679,88.93
560130,Pillars of Eternity II: Deadfire,19626,87.99
560260,Super Blue Boy Planet,2715,91.05
560430,Indiana Jones® and the Emperor's Tomb™,1151,92.01
561600,MXGP3 - The Official Motocross Videogame,1264,85.52
561770,Just Ignore Them,1427,73.86
562220,Zup! 2,6849,95.52
562260,WAVESHAPER,2166,88.32
562360,"Planes, Bullets and Vodka",2563,86.34
562410,Panty Party,1135,91.45
562500,Warstone TD,3867,82.6
562860,Ion Fury,6680,92.84
563560,Alien Swarm: Reactive Drop,23423,94.95
564050,Bud Spencer & Terence Hill - Slaps And Beans,1968,91.97
564230,Fire Pro Wrestling World,3260,89.66
564710,Soda Dungeon,6260,94.23
564530,Pharaoh + Cleopatra,2534,91.52
565120,The Station,1105,85.7
566050,Zeus + Poseidon,1904,96.27
566160,Zup! 6,2542,93.9
566190,The Search,1359,73.22
566540,Labyrinth of Refrain: Coven of Dusk,1401,80.3
566860,VR Dungeon Knight,1423,74.35
567280,Cube Runner,1220,82.95
567290,Slash It,1261,85.17
567640,Danganronpa V3: Killing Harmony,21568,83.15
567630,Blood of Steel,6869,75.62
568090,Tattletail,4897,94.59
568220,Lobotomy Corporation | Monster Management Simulation,51921,94.14
568320,Pictopix,1455,96.7
568570,Force of Nature,4197,75.34
568770,Cinderella Phenomenon - Otome/Visual Novel,4110,96.25
569480,Kingdoms and Castles,30781,93.47
569610,Distant Space,2954,86.09
569860,Thimbleweed Park™,4121,93.01
570770,古剑奇谭二(GuJian2),2971,77.18
570780,古剑奇谭(GuJian),5615,80.0
570840,家有大貓 Nekojishi,4159,92.81
570940,DARK SOULS™: REMASTERED,146432,92.39
571260,THE KING OF FIGHTERS XIV STEAM EDITION,4168,82.37
571310,SteamWorld Dig 2,8799,95.47
571740,Golf It!,30447,90.47
571880,Angels with Scaly Wings™ / 鱗羽の天使,1730,96.71
572220,MageQuit,1402,93.72
572430,Party Hard 2,3222,78.06
572410,Steel Division: Normandy 44,6289,74.51
572890,Pikuniku,10908,95.77
573100,Battlefleet Gothic: Armada 2,10697,74.56
573090,Stormworks: Build and Rescue,57294,90.36
573120,Dead In Vinland,1790,76.93
573320,Underhero,1149,87.12
573410,AI War 2,1531,87.85
